 Casos notificados (suspeitos/confirmados) de Dengue por local de residência - Minas Gerais
Notificações por Reg Saúde (CIR)/Municíp Res e Semana epidemiológica notific.
Período:2011
"Reg Saúde (CIR)/Municíp Res";"Em Branco";"Semana 01";"Semana 02";"Semana 03";"Semana 04";"Semana 05";"Semana 06";"Semana 07";"Semana 08";"Semana 09";"Semana 10";"Semana 11";"Semana 12";"Semana 13";"Semana 14";"Semana 15";"Semana 16";"Semana 17";"Semana 18";"Semana 19";"Semana 20";"Semana 21";"Semana 22";"Semana 23";"Semana 24";"Semana 25";"Semana 26";"Semana 27";"Semana 28";"Semana 29";"Semana 30";"Semana 31";"Semana 32";"Semana 33";"Semana 34";"Semana 35";"Semana 36";"Semana 37";"Semana 38";"Semana 39";"Semana 40";"Semana 41";"Semana 42";"Semana 43";"Semana 44";"Semana 45";"Semana 46";"Semana 47";"Semana 48";"Semana 49";"Semana 50";"Semana 51";"Semana 52";"Total"
".....  CARNEIRINHO";-;-;-;-;4;-;1;2;1;3;-;2;-;2;1;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;20
".....  COMENDADOR GOMES";-;-;1;1;-;3;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9
".....  ITAPAGIPE";-;1;-;-;-;1;-;-;1;2;2;-;1;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;1;2;-;-;-;-;1;-;-;-;-;-;1;-;1;2;-;-;-;-;19
"31072 Uberaba";-;61;95;93;98;67;109;96;119;91;91;123;128;127;180;160;130;140;120;126;108;77;58;43;41;21;32;21;18;11;18;16;18;10;6;14;14;20;15;28;25;25;41;23;44;47;33;32;52;48;36;39;48;3236
".....  SACRAMENTO";-;1;1;2;3;4;2;3;5;-;2;11;8;8;6;6;7;12;9;9;19;21;11;8;7;1;5;-;1;1;1;-;-;1;-;1;1;-;-;4;1;-;-;-;-;3;1;4;5;1;2;2;3;203
".....  UBERABA";-;47;88;81;90;60;95;84;104;85;81;102;110;114;162;145;119;126;108;115;85;54;45;35;34;20;26;21;17;9;15;15;18;9;5;12;12;19;13;22;22;24;38;21;35;41;32;28;46;47;34;36;42;2848
".....  CAMPO FLORIDO";-;-;-;-;1;-;-;-;-;-;-;1;-;-;2;1;1;-;-;2;2;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;2;-;1;1;-;1;-;-;-;-;-;1;-;19
".....  DELTA";-;9;3;-;2;1;5;3;3;1;2;2;4;1;6;6;-;-;2;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;1;1;-;1;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;57
".....  CONCEICAO DAS ALAGOAS";-;-;1;3;1;-;2;2;2;-;6;2;1;1;3;-;2;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;2;1;-;1;1;1;8;-;-;-;1;-;-;-;1;44
".....  AGUA COMPRIDA";-;1;-;2;-;-;1;-;1;3;-;3;1;-;-;-;1;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;15
".....  VERISSIMO";-;2;1;3;-;-;1;3;1;2;-;2;2;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20
".....  CONQUISTA";-;1;1;2;1;2;3;1;3;-;-;-;2;1;-;2;-;1;1;-;-;-;1;-;-;-;1;-;-;1;-;1;-;-;-;-;-;-;-;1;-;-;1;-;-;1;-;-;-;-;-;-;2;30
"31073 Ituiutaba";-;10;36;47;47;54;51;72;56;41;46;52;76;69;77;64;45;78;95;83;62;44;45;25;21;16;5;4;5;5;3;4;3;1;6;3;-;4;2;6;2;6;6;7;3;19;6;7;4;10;8;6;11;1458
".....  GURINHATA";-;-;-;-;1;4;2;8;2;-;-;1;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;21
".....  CENTRALINA";-;2;-;3;1;4;1;1;10;5;3;4;8;2;3;5;3;1;1;2;-;-;1;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;62
".....  CACHOEIRA DOURADA";-;-;-;-;-;-;1;-;-;-;-;-;2;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
".....  SANTA VITORIA";-;2;2;3;2;-;-;1;4;3;3;1;1;1;2;1;-;-;1;-;-;1;1;-;-;-;-;-;-;-;-;-;1;-;-;2;-;1;-;2;-;2;-;-;-;-;-;-;-;-;2;-;2;41
".....  CAPINOPOLIS";-;-;1;1;-;1;-;3;3;-;8;1;1;5;2;5;-;2;12;12;8;5;1;2;1;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;2;-;-;-;-;-;-;-;1;-;-;-;79
".....  IPIACU";-;-;-;-;6;3;5;12;-;-;2;5;6;1;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;47
".....  CAMPINA VERDE";-;-;-;-;-;-;2;-;-;-;-;-;-;1;2;-;-;-;-;1;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;2;-;12
".....  CANAPOLIS";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;2;1;5;2;2;-;1;1;1;1;21
".....  ITUIUTABA";-;6;33;40;37;42;40;47;37;33;30;40;57;58;62;53;42;75;81;68;51;38;42;22;19;16;4;3;5;5;3;4;1;1;6;-;-;2;2;4;1;2;6;4;2;14;4;4;4;7;5;1;8;1171
"31074 Patrocínio/Monte Carmelo";-;3;6;7;2;5;6;8;7;7;-;15;6;9;8;10;4;11;3;3;2;4;3;2;1;2;-;1;-;-;-;3;2;-;2;1;2;2;1;1;-;-;2;2;1;1;-;1;3;4;5;8;5;181
".....  GRUPIARA";-;-;-;-;-;-;-;1;-;-;-;-;-;2;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;6
".....  MONTE CARMELO";-;2;3;1;-;3;2;6;4;3;-;12;1;2;1;3;1;5;-;-;-;1;-;1;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;1;1;-;-;-;-;2;2;4;1;4;68
".....  IRAI DE MINAS";-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;2;-;5
".....  COROMANDEL";-;1;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;2;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;9
".....  DOURADOQUARA";-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
".....  ROMARIA";-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
".....  ABADIA DOS DOURADOS";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
".....  PATROCINIO";-;-;2;4;2;2;3;1;3;2;-;2;4;5;7;7;1;6;3;3;2;3;3;1;-;1;-;1;-;-;-;2;2;-;2;1;-;-;1;1;-;-;1;-;1;1;-;1;1;2;-;3;1;88
"31075 Uberlândia/Araguari";-;32;46;48;51;66;41;55;69;58;36;54;76;91;88;90;36;77;58;48;61;45;24;29;13;10;16;14;10;3;9;10;9;5;10;5;9;3;10;8;9;4;12;13;14;17;18;28;19;17;21;23;18;1636
".....  PRATA";-;-;-;-;-;2;-;-;4;2;-;-;2;1;4;-;-;4;-;2;-;-;-;2;1;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;3;-;1;32
".....  NOVA PONTE";-;-;-;-;-;-;-;-;-;-;-;-;-;1;4;-;-;-;1;2;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;10
".....  UBERLANDIA";-;25;27;32;35;48;29;30;46;30;25;36;58;68;58;74;27;61;47;30;46;35;19;21;9;7;6;11;9;2;9;7;6;5;8;4;7;3;6;7;2;3;11;9;9;11;13;23;14;15;16;21;15;1175
".....  ARAGUARI";-;6;18;9;12;12;9;21;16;20;5;8;8;6;5;8;3;9;4;6;6;1;4;2;-;-;-;-;1;1;-;2;2;-;2;1;2;-;4;1;6;1;1;4;5;6;5;4;4;1;1;2;1;255
".....  TUPACIGUARA";-;-;-;1;2;-;1;-;3;1;-;3;2;6;3;3;-;2;1;7;8;3;1;3;3;1;2;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;58
".....  INDIANOPOLIS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
".....  MONTE ALEGRE DE MINAS";-;-;-;1;1;1;-;1;-;5;2;7;3;6;9;5;4;1;2;1;1;4;-;1;-;-;1;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;59
".....  ARAPORA";-;1;1;5;1;3;2;3;-;-;4;-;3;3;5;-;2;-;1;-;-;1;-;-;-;2;4;2;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;45
"31076 Manga";-;2;4;3;1;6;10;9;4;1;1;8;11;17;19;11;6;6;3;1;5;-;-;2;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;2;1;2;-;6;8;-;1;2;155
".....  JUVENILIA";-;-;-;-;1;1;3;4;2;-;-;2;7;8;6;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;37
".....  MIRAVANIA";-;-;-;-;-;-;-;1;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
".....  MANGA";-;-;1;1;-;-;-;1;-;-;-;2;3;5;8;10;6;-;1;1;5;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;45
".....  MONTALVANIA";-;2;3;2;-;5;7;2;2;-;1;4;1;4;3;1;-;6;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;2;1;2;-;6;8;-;-;2;67
".....  SAO JOAO DAS MISSOES";-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"31077 João Pinheiro";-;2;-;-;1;1;1;3;4;1;3;7;9;9;3;7;4;1;1;5;5;4;-;2;1;-;1;1;1;-;1;1;-;1;3;-;1;1;-;-;-;-;-;-;-;1;2;-;1;3;-;-;1;93
".....  LAGOA GRANDE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
".....  JOAO PINHEIRO";-;2;-;-;1;1;1;2;4;1;2;5;4;8;1;6;4;1;1;3;4;4;-;2;1;-;1;1;1;-;-;1;-;-;3;-;1;1;-;-;-;-;-;-;-;1;2;-;1;3;-;-;1;75
".....  BRASILANDIA DE MINAS";-;-;-;-;-;-;-;1;-;-;1;2;5;1;1;1;-;-;-;2;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;16
"31078 Congonhas";-;2;6;5;4;5;1;4;5;4;2;6;3;14;8;15;10;20;21;37;29;7;11;1;2;-;1;3;2;1;-;1;-;1;1;-;-;1;1;-;-;-;1;3;-;-;-;-;-;-;-;1;1;240
".....  ENTRE RIOS DE MINAS";-;-;2;4;1;3;-;1;-;1;-;2;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;19
".....  OURO BRANCO";-;-;1;1;-;-;-;1;1;1;1;1;1;5;3;5;5;10;11;23;11;6;5;1;1;-;1;-;-;1;-;-;-;1;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;99
".....  DESTERRO DE ENTRE RIOS";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
".....  CONGONHAS";-;2;3;-;2;2;1;2;4;2;1;3;2;9;5;10;4;10;6;14;18;1;6;-;1;-;-;3;1;-;-;1;-;-;-;-;-;-;1;-;-;-;1;2;-;-;-;-;-;-;-;-;-;117
".....  SAO BRAS DO SUACUI";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"31079 Conselheiro Lafaiete";-;-;-;2;-;1;2;-;1;3;-;4;5;1;1;2;1;2;2;1;3;1;-;1;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;37
".....  CONSELHEIRO LAFAIETE";-;-;-;2;-;1;2;-;1;3;-;4;5;1;1;2;1;2;2;1;3;1;-;1;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;37
"31082 São Gotardo";-;-;-;3;2;4;3;3;2;1;3;3;3;-;4;8;6;1;5;1;1;-;4;1;-;-;-;-;1;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;1;1;1;1;2;67
".....  TIROS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;2
".....  RIO PARANAIBA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4;3;-;-;1;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11
".....  SAO GOTARDO";-;-;-;2;1;2;2;2;1;1;2;2;3;-;3;2;3;1;5;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;1;1;37
".....  ARAPUA";-;-;-;-;-;-;1;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
".....  MATUTINA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
".....  CARMO DO PARANAIBA";-;-;-;1;1;2;-;-;1;-;-;1;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;10
"31083 Bocaiúva";-;6;6;14;7;8;5;8;4;9;12;10;16;10;7;5;7;13;3;7;3;2;-;1;1;1;1;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;2;1;3;3;2;3;3;187
".....  FRANCISCO DUMONT";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;4
".....  GUARACIAMA";-;-;-;1;-;-;-;-;-;-;-;-;4;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
".....  BOCAIUVA";-;6;6;11;7;8;5;8;4;9;12;10;12;7;7;5;7;13;2;7;3;1;-;1;1;1;1;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;2;1;3;1;2;3;3;173
".....  JOAQUIM FELICIO";-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
".....  ENGENHEIRO NAVARRO";-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;3
"31084 Montes Claros";-;26;27;45;29;39;46;64;52;34;22;26;53;66;31;30;25;28;24;25;23;22;19;12;10;6;6;5;4;5;2;2;5;3;4;-;2;1;2;4;2;-;3;7;3;4;4;5;3;7;17;15;15;914
".....  JURAMENTO";-;-;-;-;-;-;-;-;-;-;-;6;24;4;3;-;3;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;41
".....  GLAUCILANDIA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9;2;-;11
".....  MONTES CLAROS";-;26;27;45;29;39;46;64;52;34;22;20;28;61;27;29;22;26;24;25;23;22;19;12;10;6;6;5;4;5;2;2;5;3;4;-;2;1;2;4;2;-;3;7;3;4;4;5;3;7;8;13;15;857
".....  CLARO DOS POCOES";-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
".....  MIRABELA";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"31085 Taiobeiras";-;1;2;-;2;7;13;5;2;4;3;5;1;6;5;1;-;1;7;2;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;1;-;1;-;-;-;1;-;-;-;1;1;-;2;-;76
".....  TAIOBEIRAS";-;1;2;-;1;6;13;4;-;1;2;1;-;1;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;1;-;1;-;-;-;1;-;-;-;-;1;-;-;-;40
".....  NINHEIRA";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;4
".....  SAO JOAO DO PARAISO";-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
".....  RIO PARDO DE MINAS";-;-;-;-;1;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;5
".....  VARGEM GRANDE DO RIO PARDO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
".....  CURRAL DE DENTRO";-;-;-;-;-;-;-;1;1;3;1;4;-;3;4;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;21
"31086 Divinópolis";-;7;7;3;13;16;19;23;12;7;12;19;25;42;25;10;17;14;8;20;9;8;5;4;3;7;1;4;5;6;3;8;4;1;5;4;3;3;1;4;5;4;15;7;4;7;3;8;10;6;7;7;6;476
".....  SAO GONCALO DO PARA";-;1;-;1;4;3;2;-;2;-;1;-;-;1;-;1;3;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;1;-;-;-;-;-;-;2;3;1;-;-;-;30
".....  SAO SEBASTIAO DO OESTE";-;-;-;-;-;-;-;-;-;-;-;1;-;5;-;-;1;-;-;-;-;-;-;-;-;-;1;1;2;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;14
".....  ARAUJOS";-;-;-;-;-;-;-;-;-;-;-;1;2;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;7
".....  DIVINOPOLIS";-;2;4;1;6;10;10;9;6;6;8;14;19;21;12;8;7;11;8;13;9;8;2;2;3;5;-;3;3;6;1;5;3;1;5;4;2;2;1;2;2;4;8;7;3;6;1;5;5;5;7;5;3;303
".....  CLAUDIO";-;1;-;1;-;-;-;1;1;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;7
".....  PERDIGAO";-;1;-;-;1;3;7;11;3;1;1;-;3;1;5;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;1;2;-;-;-;-;-;-;-;-;1;-;2;-;-;-;2;-;1;-;-;2;-;50
".....  CARMO DO CAJURU";-;-;2;-;1;-;-;-;-;-;-;2;-;3;1;-;1;-;-;-;-;-;-;2;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;15
".....  ITAPECERICA";-;2;1;-;1;-;-;2;-;-;2;1;1;11;6;1;4;3;-;4;-;-;2;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;1;1;-;2;-;1;-;-;1;1;-;-;-;-;50
"31087 Lagoa da Prata/Santo Antônio do Monte";-;5;9;11;10;10;15;14;12;14;6;21;20;26;27;10;6;2;1;4;4;1;1;-;-;2;-;2;-;-;2;3;-;-;2;-;1;2;1;1;1;1;1;1;2;3;2;1;2;5;6;3;6;279
".....  LAGOA DA PRATA";-;3;5;6;4;4;7;13;6;10;6;18;19;20;19;6;5;-;1;3;-;-;1;-;-;1;-;-;-;-;2;2;-;-;1;-;1;1;1;1;-;-;1;1;2;1;1;-;-;5;4;1;2;184
".....  SANTO ANTONIO DO MONTE";-;1;2;1;3;1;1;-;1;-;-;1;-;5;8;1;1;1;-;1;3;1;-;-;-;1;-;2;-;-;-;1;-;-;1;-;-;1;-;-;-;1;-;-;-;1;-;1;1;-;2;1;-;45
".....  JAPARAIBA";-;-;-;-;-;-;-;1;1;-;-;1;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
".....  PEDRA DO INDAIA";-;-;-;1;-;1;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
".....  ARCOS";-;1;2;3;3;4;6;-;4;3;-;1;-;-;-;3;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;1;-;1;-;-;1;4;41
"31088 Oliveira/Santo Antônio do Amparo";-;6;2;2;4;1;4;-;7;6;2;8;12;10;2;1;2;6;1;2;3;1;1;-;1;1;-;-;1;-;-;1;-;1;-;-;-;2;-;-;-;1;1;1;-;-;1;-;2;-;-;4;-;100
".....  CARMO DA MATA";-;3;-;-;2;-;-;-;-;-;1;1;1;2;1;1;1;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;2;-;-;2;-;21
".....  OLIVEIRA";-;2;2;2;2;1;2;-;4;-;-;4;3;7;-;-;1;2;1;1;3;1;1;-;-;-;-;-;1;-;-;1;-;1;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;1;-;45
".....  PASSA TEMPO";-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
".....  SAO FRANCISCO DE PAULA";-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
".....  CARMOPOLIS DE MINAS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;3
".....  SANTO ANTONIO DO AMPARO";-;-;-;-;-;-;2;-;3;6;-;3;7;1;1;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;25
"31089 Campo Belo";-;3;3;2;5;3;2;3;3;3;2;11;5;4;4;3;4;1;4;1;1;-;-;-;1;-;-;-;1;2;-;-;1;-;-;1;-;-;2;-;1;-;2;-;1;-;-;3;-;1;1;2;5;91
".....  CANA VERDE";-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;4
".....  CAMACHO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2
".....  CANDEIAS";-;1;1;-;-;-;-;-;2;-;1;2;1;-;2;2;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;14
".....  CAMPO BELO";-;2;2;1;4;3;2;3;1;3;-;4;3;3;1;1;3;1;3;-;-;-;-;-;-;-;-;-;1;1;-;-;1;-;-;1;-;-;1;-;1;-;2;-;1;-;-;3;-;-;1;1;4;58
